City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Hồ Chí Minh,Quận 1,Đa Kao,Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Phường 2, Quận 3, Hồ Chí Minh",200.0,190.0,950000.0
Hồ Chí Minh,Tân Bình,Phường 14,Bàu Cát,"Đường Bàu Cát 1, Phường 14, Tân Bình, Hồ Chí Minh",80.0,40.0,500000.0
Hà Nội,Hai Bà Trưng,Vĩnh Tuy,Lạc Trung,lạc trung,720.0,90.0,125000.0
Hưng Yên,Văn Giang,Long Hưng,Cọ Xanh 5,"Vinhomes Ocean Park 2, Văn Giang, Hưng Yên",120.0,5.0,41666.66666666666
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,Nguyễn Quý Anh,"Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",80.0,18.0,225000.0
Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Nguyễn Ảnh Thủ,"Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",68.0,35.0,514705.8823529412
Quảng Ninh,Hạ Long,Bạch Đằng,Trần Quốc Tảng,"Số 26 Trần Quốc Tảng, Phường Bạch Đằng, Thành phố Hạ Long, Quảng Ninh",32.0,5.0,156250.0
Hồ Chí Minh,Quận 7,Tân Thuận Tây,Nguyễn Văn Linh,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",400.0,160.0,400000.0
Hồ Chí Minh,Bình Thạnh,Phường 13,Bình Lợi,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",77.0,18.0,233766.2337662337
Hà Nội,Đống Đa,Cát Linh,Tôn Đức Thắng,"Phố Tôn Đức Thắng, Phường Cát Linh, Đống Đa, Hà Nội",140.0,170.0,1214285.7142857143
Đà Nẵng,Sơn Trà,An Hải Tây,Vũ Văn Dũng,"Đường Vũ Văn Dũng, Phường An Hải Tây, Sơn Trà, Đà Nẵng",35.0,5.0,142857.14285714287
Hồ Chí Minh,Thủ Đức,Thảo Điền,Xuân Thủy,"Đường Xuân Thủy, Phường Thảo Điền, Thủ Đức, Hồ Chí Minh",210.0,180.0,857142.8571428572
Hồ Chí Minh,Gò Vấp,Phường 16,Thống Nhất,"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",72.0,25.0,347222.22222222225
Hồ Chí Minh,Quận 7,Tân Phong,Nội Khu Hưng Gia 2,"Phú Mỹ Hưng, Quận 7",111.0,52.0,468468.46846846846
Hồ Chí Minh,Quận 3,Phường 14,Lê Văn Sỹ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",120.0,37.0,308333.3333333333
Hải Phòng,Hồng Bàng,Hoàng Văn Thụ,Ngõ 57 Điện Biên Phủ,"Đường Điện Biên Phủ, Phường Hoàng Văn Thụ, Hồng Bàng, Hải Phòng",550000.0,80.0,145.45454545454547
Hồ Chí Minh,Quận 1,Bến Nghé,Nguyễn Thị Minh Khai,"Đường Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, Hồ Chí Minh",24.0,30.0,1250000.0
Hồ Chí Minh,Tân Phú,Phú Thạnh,Văn Cao,"Đường Trần Cao Vân, Phường 12, Phú Nhuận, Hồ Chí Minh",24.0,12.5,520833.3333333333
Hà Nội,Cầu Giấy,Dịch Vọng,Hẻm 35 Trần Thái Tông,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",2400.0,500.0,208333.3333333333
Hồ Chí Minh,Phú Nhuận,Phường 17,Phan Đình Phùng,"Đường Phan Đình Phùng, Phường 17, Phú Nhuận, Hồ Chí Minh",50.0,16.0,320000.0
Hồ Chí Minh,Gò Vấp,Phường 12,Phan Huy Ích,"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",228.0,120.0,526315.7894736842
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 2,Phan Chu Trinh,Phan Chu Trinh Phường 2 Vũng Tàu Bà Rịa Vũng Tàu,200.0,20.0,100000.0
Hà Nội,Cầu Giấy,Trung Hòa,Hoàng Ngân,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",3600.0,550.0,152777.77777777778
Hồ Chí Minh,Quận 7,Phú Thuận,Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",132.0,40.0,303030.30303030304
Hà Nội,Đống Đa,Cát Linh,Tôn Đức Thắng,"Phố Tôn Đức Thắng, Phường Cát Linh, Đống Đa, Hà Nội",130.0,200.0,1538461.5384615385
Hà Nội,Long Biên,Bồ Đề,Bồ Đề,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",50.0,16.0,320000.0
Hồ Chí Minh,Quận 11,Phường 13,Tôn Thất Hiệp,"9A Đường Tôn Thất Hiệp, Phường 13, Quận 11, Hồ Chí Minh",54.0,25.0,462962.962962963
Hồ Chí Minh,Thủ Đức,An Lợi Đông,Mai Chí Thọ,"Dự án Sala Đại Quang Minh, Quận 2, Hồ Chí Minh",168.0,150.0,892857.1428571428
Hồ Chí Minh,Gò Vấp,Phường 8,Quang Trung,"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",144.0,75.0,520833.3333333333
Hồ Chí Minh,Phú Nhuận,Phường 11,Nguyễn Đình Chính,"Đường Nguyễn Đình Chính, Phường 11, Phú Nhuận, Hồ Chí Minh",82.5,25.0,303030.30303030304
Đà Nẵng,Hải Châu,Phường Hải Châu 1,Bạch Đằng,"Đường Bạch Đằng, Phường Hải Châu I, Hải Châu, Đà Nẵng.",113.6,300.0,2640845.070422536
Hà Nội,Hà Đông,Kiến Hưng,Mậu Lương,"Số 56 + 58, Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",80.0,25.0,312500.0
Đồng Nai,Biên Hòa,Thống Nhất,Võ Thị Sáu,"Đường Võ Thị Sáu, Phường Thống Nhất, Biên Hòa, Đồng Nai",288.0,22.0,76388.88888888889
Hồ Chí Minh,Quận 1,Đa Kao,Nguyễn Đình Chiểu,"42, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",100.0,73.02,730200.0
Hà Nội,Cầu Giấy,Trung Hòa,Hoàng Ngân,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",38.0,19.9,523684.2105263158
Hà Nội,Cầu Giấy,Dịch Vọng,Hẻm 35 Trần Thái Tông,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",50.0,30.0,600000.0
Hà Nội,Hoàn Kiếm,Hàng Bông,Thợ Nhuộm,"Phố Thợ Nhuộm, Phường Hàng Bông, Hoàn Kiếm, Hà Nội",40.0,30.0,750000.0
Hồ Chí Minh,Quận 7,Tân Phú,Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",100.0,19.0,190000.0
Thừa Thiên Huế,Huế,Thuận Hòa,Yết Kiêu,"Đường Yết Kiêu, Phường Thuận Hòa, Thành phố Huế",130.0,12.0,92307.69230769233
Thừa Thiên Huế,Huế,Hương Sơ,Hoa Lư,"đường Hoa Lư, phường Hương Sơ, Thành phố Huế",300.0,5.5,18333.33333333333
Thừa Thiên Huế,Hương Trà,Hương Vinh,Bao Vinh,"Đường Bao Vinh, Thị xã Hương Trà, Tỉnh Thừa Thiên Huế",120.0,7.0,58333.333333333336
Hà Nội,Ba Đình,Giảng Võ,Giảng Võ,"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",60.0,80.0,1333333.3333333333
Hồ Chí Minh,Bình Chánh,Bình Hưng,Số 19,"Số 2384, Đường Quốc lộ 1A, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",125.0,12.0,96000.0
Hà Nội,Long Biên,Bồ Đề,Ngõ 99 Ái Mộ,"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",100.0,17.0,170000.0
Hà Nội,Thanh Xuân,Thanh Xuân Trung,Nguyễn Tuân,"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",1200.0,630.0,525000.0
Hà Nội,Đống Đa,Văn Miếu,Nguyễn Khuyến,"140 Đường Nguyễn Khuyến, Phường Văn Miếu, Đống Đa, Hà Nội",90.0,40.0,444444.4444444445
Hồ Chí Minh,Quận 3,Võ Thị Sáu,Huỳnh Tịnh Của,"Đường Huỳnh Tịnh Của, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",450.0,200.0,444444.4444444445
Hồ Chí Minh,Gò Vấp,Phường 1,Phan Văn Trị,"Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",100.0,65.0,650000.0
Hồ Chí Minh,Tân Bình,Phường 13,Hoàng Hoa Thám,"Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",160.0,65.0,406250.0
Hà Nội,Cầu Giấy,Quan Hoa,Nguyễn Khánh Toàn,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",80.0,23.9,298750.0
Hà Nội,Cầu Giấy,Nghĩa Đô,Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",55.0,18.9,343636.36363636365
Hà Nội,Nam Từ Liêm,Cầu Diễn,Cầu Diễn,"Đường Cầu Diễn, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",1100.0,289.0,262727.2727272727
Hồ Chí Minh,Tân Bình,Phường 5,Cách Mạng Tháng Tám,"Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",43.0,35.0,813953.4883720931
Hồ Chí Minh,Quận 12,Hiệp Thành,Nguyễn Thị Búp,"Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",125.0,10.0,80000.0
Thừa Thiên Huế,Huế,Phú Nhuận,Lê Hồng Phong,"Đường Lê Hồng Phong, Phường Phú Nhuận, Huế, Thừa Thiên Huế",56.0,15.0,267857.14285714284
Hồ Chí Minh,Gò Vấp,Phường 8,Quang Trung,"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",1400.0,100.0,71428.57142857143
Hồ Chí Minh,Phú Nhuận,Phường 3,Hẻm 5 3 Thích Quảng Đức,"Đường Thích Quảng Đức, Phường 3, Phú Nhuận, Hồ Chí Minh",84.0,50.0,595238.0952380953
Đà Nẵng,Hải Châu,Nam Dương,Nguyễn Văn Linh,"Đường Nguyễn Văn Linh, Phường Nam Dương, Hải Châu, Đà Nẵng.",105.0,60.00000000000001,571428.5714285715
Thừa Thiên Huế,Huế,Phú Nhuận,Lê Hồng Phong,"Đường Lê Hồng Phong, Phường Phú Nhuận, Thành phố Huế",56.0,15.0,267857.14285714284
Phú Thọ,Việt Trì,Tiên Cát,Hùng Vương,"Đường Hùng Vương, Phường Tiên Cát, Việt Trì, Phú Thọ",75.0,7.0,93333.33333333331
Hồ Chí Minh,Thủ Đức,An Lợi Đông,Mai Chí Thọ,"Dự án Sala Đại Quang Minh, Quận 2, Hồ Chí Minh",1200.0,390.0,325000.0
Đà Nẵng,Ngũ Hành Sơn,Mỹ An,An Thượng 1,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng.",120.0,90.0,750000.0
Hồ Chí Minh,Bình Thạnh,Phường 11,Nguyễn Văn Đậu,"Đường Nguyễn Văn Đậu, Phường 7, Bình Thạnh, Hồ Chí Minh",120.0,60.0,500000.0
Hồ Chí Minh,Quận 11,Phường 6,Tạ Uyên,"Đường Tạ Uyên, Phường 6, Quận 11, Hồ Chí Minh",72.0,35.0,486111.1111111111
Hồ Chí Minh,Quận 6,Phường 13,Cư Xá Phú Lâm B,"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",60.0,17.0,283333.3333333333
Đà Nẵng,Cẩm Lệ,Khuê Trung,Nguyễn Hữu Thọ,"Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",125.0,25.0,200000.0
Hồ Chí Minh,Quận 7,Tân Phong,Nội Khu Hưng Gia 2,phú mỹ hưng quận 7,111.0,46.0,414414.4144144144
Thừa Thiên Huế,Huế,Trường An,Đào Tấn,"Đường Đào Tấn, Phường Trường An, Huế, Thừa Thiên Huế",70.0,5.0,71428.57142857143
Hà Nội,Cầu Giấy,Dịch Vọng,Hẻm 35 Trần Thái Tông,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",45.0,30.0,666666.6666666666
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,Xuân Thủy,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",85.0,30.0,352941.17647058825
Đà Nẵng,Hải Châu,Hòa Cường Bắc,Doãn Khuê,Đoàn Khuê,100.0,15.0,150000.0
Thừa Thiên Huế,Huế,Phú Nhuận,Hà Nội,"Đường Hà Nội, Phường Phú Nhuận, Thành phố Huế",30.0,9.0,300000.0
Đà Nẵng,Thanh Khê,Tân Chính,Lê Duẩn,"Đường Lê Duẩn, Phường Tân Chính, Thanh Khê, Đà Nẵng.",100.0,100.0,1000000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,Nguyễn Lương Bằng,"Đường Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",2000.0,300.0,150000.0
Hà Nội,Thanh Xuân,Khương Đình,Vũ Tông Phan,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",2000.0,200.0,100000.0
Hồ Chí Minh,Bình Thạnh,Phường 13,Bình Lợi,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",70.0,18.0,257142.8571428572
Đà Nẵng,Hải Châu,Phước Ninh,Trần Phú,"Đường Trần Phú, Phường Phước Ninh, Hải Châu, Đà Nẵng.",200.0,100.0,500000.0
Hà Nội,Đống Đa,Ô Chợ Dừa,Tôn Đức Thắng,"Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",1000.0,170.0,170000.0
Hồ Chí Minh,Quận 12,Thới An,Trần Thị Cờ,"294, Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",280.0,110.0,392857.1428571429
Hà Nội,Thanh Xuân,Khương Đình,Vũ Tông Phan,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",1000.0,90.0,90000.0
Hà Nội,Ba Đình,Cống Vị,Linh Lang,"Phố Linh Lang, Phường Cống Vị, Ba Đình, Hà Nội",200.0,70.0,350000.0
Đắk Lắk,Buôn Ma Thuột,Tân An,Lý Thái Tổ,"Đường Lý Thái Tổ, Phường Tân An, Buôn Ma Thuột, Đắk Lắk",81.7,12.0,146878.82496940024
Hà Nội,Thanh Xuân,Khương Đình,Vũ Tông Phan,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",1000.0,95.0,95000.0
Hà Nội,Đống Đa,Láng Hạ,Ngõ 508 Láng,"Đường Láng, Phường Láng Hạ, Đống Đa, Hà Nội",600.0,220.0,366666.6666666667
Hà Nội,Đống Đa,Trung Liệt,Nguyễn Văn Tuyết,"Đường Nguyễn Văn Tuyết, Phường Trung Liệt, Đống Đa, Hà Nội",120.0,30.0,250000.0
Thừa Thiên Huế,Huế,Trường An,Đào Tấn,"Đường Đào Tấn, Phường Trường An, Thành phố Huế",70.0,5.0,71428.57142857143
Hà Nội,Hoàn Kiếm,Hàng Mã,Hàng Mã,"Phố Hàng Gà, Phường Hàng Mã, Hoàn Kiếm, Hà Nội",100.0,35.0,350000.0
Đà Nẵng,Sơn Trà,An Hải Bắc,Dương Trí Trạch,Đường Dương Trí Trạch,65.0,7.0,107692.30769230767
Đà Nẵng,Sơn Trà,An Hải Bắc,Nguyễn Tuân,"Đường Võ Nguyên Giáp, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",1000.0,50.0,50000.0
Đà Nẵng,Hải Châu,Thuận Phước,Phan Kế Bính,"Đường 2/9, Phường Bình Thuận, Hải Châu, Đà Nẵng",105.0,70.0,666666.6666666666
Đà Nẵng,Hải Châu,Hòa Cường Bắc,Ỷ Lan Nguyên Phi,Đường Ỷ Lan Nguyên Phi,90.0,12.0,133333.33333333334
Hải Phòng,Lê Chân,Trại Cau,Vòng Hồ Sen,"Đường Hồ Sen, Phường Trại Cau, Lê Chân, Hải Phòng",100.0,35.0,350000.0
Hồ Chí Minh,Gò Vấp,Phường 3,Nguyễn Văn Công,"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",60.0,18.0,300000.0
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,Lương Hữu Khánh,"Đường Lương Hữu Khánh, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",200.0,110.0,550000.0
Hà Nội,Hai Bà Trưng,Phố Huế,Huế,"Phố Phố Huế, Phường Phố Huế, Hai Bà Trưng, Hà Nội",100.0,70.0,700000.0
Hồ Chí Minh,Tân Bình,Phường 2,Hoàng Văn Thụ,"301 Đường Hoàng Văn Thụ, Phường 1, Tân Bình, Hồ Chí Minh",187.5,195.0,1040000.0
Khánh Hòa,Nha Trang,Phước Tiến,Mạc Đĩnh Chi,"Đường Mạc Đĩnh Chi, Phường Phước Tiến, Nha Trang, Khánh Hòa",12.0,35.0,2916666.6666666665
Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Nguyễn Ảnh Thủ,"Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",180.0,120.0,666666.6666666666
Hà Nội,Cầu Giấy,Dịch Vọng,Hẻm 35 Trần Thái Tông,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",150.0,30.0,200000.0
Hồ Chí Minh,Bình Thạnh,Phường 13,Nguyễn Xí,"Đường Nguyễn Xí, Phường 26, Bình Thạnh",134.0,18900.0,141044776.11940297
Hồ Chí Minh,Quận 10,Phường 12,3/2,"272-274 Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",147.2,200.0,1358695.652173913
Cần Thơ,Ninh Kiều,An Hòa,Lê Anh Xuân,Lê Anh Xuân,75.0,7.0,93333.33333333331
Hà Nội,Hai Bà Trưng,Nguyễn Du,Triệu Việt Vương,"Đường Triệu Việt Vương, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",80.0,22.0,275000.0
Hồ Chí Minh,Bình Thạnh,Phường 1,Phó Đức Chính,"Phố Phó Đức Chính, Phường 2, Bình Thạnh, Hồ Chí Minh",80.0,13.5,168750.0
Hồ Chí Minh,Phú Nhuận,Phường 11,Nguyễn Đình Chính,"168 Đường Nguyễn Đình Chính, Phường 11, Phú Nhuận, Hồ Chí Minh",77.0,25.0,324675.32467532466
Hồ Chí Minh,Quận 10,Phường 12,3/2,"Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",80.0,90.0,1125000.0
Đà Nẵng,Hải Châu,Hòa Cường Bắc,Nguyễn Hữu Thọ,"Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",300.0,30.0,100000.0
Hồ Chí Minh,Bình Thạnh,Phường 25,Nguyễn Gia Trí,"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",100.0,85.0,850000.0
Hồ Chí Minh,Quận 6,Phường 8,Văn Thân,"Đường Văn Thân, Phường 8, Quận 6, Hồ Chí Minh",80.0,19.0,237500.0
Hồ Chí Minh,Tân Bình,Phường 1,Lê Văn Sỹ,"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",120.0,29.0,241666.66666666663
Đà Nẵng,Ngũ Hành Sơn,Mỹ An,An Thượng 21,An Thượng 21,80.0,14.5,181250.0
Hồ Chí Minh,Quận 10,Phường 12,3/2,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",3400.0,1200.0,352941.17647058825
Hà Nội,Ba Đình,Vĩnh Phúc,Đội Cấn,"Đường Đội Cấn, Phường Vĩnh Phúc, Ba Đình, Hà Nội",100.0,120.0,1200000.0
Hà Nội,Hoàn Kiếm,Hàng Bồ,Hàng Gà,"Phố Hàng Gà, Phường Hàng Bồ, Hoàn Kiếm, Hà Nội",60.0,35.0,583333.3333333334
Hồ Chí Minh,Phú Nhuận,Phường 2,Phan Xích Long,"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",340.0,60.0,176470.58823529413
Hà Nội,Cầu Giấy,Trung Hòa,Nguyễn Khang,"Đường Nguyễn Khang, Phường Trung Hòa, Cầu Giấy, Hà Nội",90.0,65.0,722222.2222222222
Hà Nội,Hoàn Kiếm,Hàng Bồ,Hàng Gà,"Phố Hàng Gà, Phường Hàng Bồ, Hoàn Kiếm, Hà Nội",50.0,35.0,700000.0
Hà Nội,Ba Đình,Đội Cấn,Đội Cấn,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",50.0,35.0,700000.0
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,Trần Tấn,"Đường Trần Lựu, Phường An Phú, Quận 2, Hồ Chí Minh",100.0,22.0,220000.0
Hồ Chí Minh,Quận 1,Bến Nghé,Lê Lợi,"Đường Lê Lợi, Phường Bến Nghé, Quận 1, Hồ Chí Minh",400.0,250.0,625000.0
Hồ Chí Minh,Quận 7,Tân Phong,Nguyễn Văn Linh,"Dự án Hưng Phước, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",111.0,44.52,401081.08108108107
Hồ Chí Minh,Quận 10,Phường 12,3/2,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",52.0,25.0,480769.2307692308
Hà Nội,Đống Đa,Trung Liệt,Nguyễn Văn Tuyết,"Đường Nguyễn Văn Tuyết, Phường Trung Liệt, Đống Đa, Hà Nội",65.0,30.0,461538.4615384616
Hà Nội,Hoàn Kiếm,Hàng Gai,Hàng Gai,"Phố Hàng Gà, Phường Hàng Gai, Hoàn Kiếm, Hà Nội",55.0,35.0,636363.6363636364
Hà Nội,Hoàn Kiếm,Hàng Bồ,Hàng Gà,"Phố Hàng Gà, Phường Hàng Bồ, Hoàn Kiếm, Hà Nội",100.0,35.0,350000.0
Hà Nội,Đống Đa,Quang Trung,Chùa Bộc,"Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",300.0,120.0,400000.0
Hồ Chí Minh,Quận 1,Bến Nghé,Nguyễn Siêu,Nguyễn Siêu,600.0,220.0,366666.6666666667
Hà Nội,Hoàn Kiếm,Hàng Bồ,Hàng Gà,"Phố Hàng Gà, Phường Hàng Bồ, Hoàn Kiếm, Hà Nội",120.0,35.0,291666.6666666667
Hà Nội,Cầu Giấy,Dịch Vọng,Cầu Giấy,"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",360.0,70.0,194444.44444444444
Hà Nội,Tây Hồ,Xuân La,Nguyễn Hoàng Tôn,"Nguyễn Hoàng Tôn, Xuân La",30.0,6.5,216666.66666666663
Hà Nội,Ba Đình,Đội Cấn,Đội Cấn,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",50.0,35.0,700000.0
Hồ Chí Minh,Phú Nhuận,Phường 11,Nguyễn Văn Trỗi,"Đường Nguyễn Kiệm, Phường 3, Phú Nhuận, Hồ Chí Minh",180.0,170.0,944444.4444444444
Đà Nẵng,Ngũ Hành Sơn,Khuê Mỹ,Đoàn Khuê,"Dự án Nam Cầu Tuyên Sơn - Nam Việt Á, Đường Đoàn Khuê, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng.",100.0,8.0,80000.0
Hồ Chí Minh,Gò Vấp,Phường 10,Phan Văn Trị,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",100.0,55.0,550000.0
Hồ Chí Minh,Quận 11,Phường 1,Hồng Bàng,"Đường Hồng Bàng, Phường 15, Quận 5, Hồ Chí Minh",70.0,40.0,571428.5714285715
Hà Nội,Ba Đình,Thành Công,Thanh Niên,"Đường Phan Đình Phùng, Phường Thành Công, Ba Đình, Hà Nội",55.0,35.0,636363.6363636364
Hà Nội,Hai Bà Trưng,Thanh Nhàn,Thanh Nhàn,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",180.0,189.0,1050000.0
Hồ Chí Minh,Thủ Đức,Long Trường,Trường Lưu,"Dự án Khu đô thị Lakeview City, Quận 2, Hồ Chí Minh",100.0,26.0,260000.0
Hồ Chí Minh,Tân Bình,Phường 13,Ấp Bắc,"Đường Ấp Bắc, Phường 13, Tân Bình, Hồ Chí Minh",129.0,65.0,503875.96899224806
Hồ Chí Minh,Tân Bình,Phường 4,Út Tịch,"Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",100.0,45.0,450000.0
Hà Nội,Hai Bà Trưng,Vĩnh Tuy,Lạc Trung,lạc trung,720.0,90.0,125000.0
Hồ Chí Minh,Quận 11,Phường 10,Minh Phụng,"427A Đường Minh Phụng, Phường 10, Quận 11, Hồ Chí Minh",60.0,18.0,300000.0
Hồ Chí Minh,Phú Nhuận,Phường 2,Hoa Lan,Hoa Lan,220.0,40.0,181818.18181818185
Hồ Chí Minh,Quận 10,Phường 12,3/2,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",52.0,25.0,480769.2307692308
Hà Nội,Đống Đa,Trung Liệt,Nguyễn Văn Tuyết,"Đường Nguyễn Văn Tuyết, Phường Trung Liệt, Đống Đa, Hà Nội",65.0,30.0,461538.4615384616
Hà Nội,Hoàn Kiếm,Hàng Gai,Hàng Gai,"Phố Hàng Gà, Phường Hàng Gai, Hoàn Kiếm, Hà Nội",55.0,35.0,636363.6363636364
Hà Nội,Hoàn Kiếm,Hàng Bồ,Hàng Gà,"Phố Hàng Gà, Phường Hàng Bồ, Hoàn Kiếm, Hà Nội",100.0,35.0,350000.0
Hà Nội,Đống Đa,Quang Trung,Chùa Bộc,"Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",300.0,120.0,400000.0
